2.015999999999997978e-05 7.089211835733094647e-05
6.047999999999992239e-05 6.389819102692658914e-06
1.007999999999997938e-04 5.759425601199897110e-07
1.411199999999997873e-04 5.191224443557838187e-08
1.814399999999996994e-04 4.679082146430066940e-09
2.217599999999996928e-04 4.217488034474431169e-10
2.620799999999996049e-04 3.801633879544566115e-11
3.023999999999994900e-04 3.428616035928186917e-12
3.427199999999994834e-04 3.108863192446890913e-13
3.830399999999994226e-04 2.963542559321198803e-14
4.233599999999994160e-04 4.147885920866427609e-15
4.636799999999993011e-04 1.710861976874191907e-15
5.039999999999992403e-04 1.365559676867151037e-15
5.443199999999991795e-04 1.221859075700912053e-15
5.846399999999991187e-04 1.108797002856246961e-15
6.249599999999991664e-04 1.009588069389272027e-15
6.652799999999992140e-04 9.209796882464924538e-16
7.055999999999991532e-04 8.423495545119583348e-16
7.459199999999990924e-04 7.721450921922696307e-16
7.862399999999990317e-04 7.095700203899235002e-16
8.265599999999989709e-04 6.537731804138930225e-16
8.668799999999988017e-04 6.041106660921827034e-16
9.071999999999987409e-04 5.599663827466450200e-16
9.475199999999985717e-04 5.203545879025690587e-16
9.878399999999985109e-04 4.852278685122589056e-16
1.028159999999998016e-03 4.538283375893601164e-16
1.068479999999997956e-03 4.258845026909236247e-16
1.108799999999997895e-03 4.010671389860534120e-16
1.149119999999998051e-03 3.787348180155852028e-16
1.189439999999997990e-03 3.589017046434729954e-16
1.229759999999997929e-03 3.410597994185551808e-16
1.270079999999998085e-03 3.254675269742312993e-16
1.310399999999998025e-03 3.111638944475598210e-16
1.350719999999997964e-03 2.986948074271000821e-16
1.391039999999997903e-03 2.876178301812409151e-16
1.431359999999998059e-03 2.775424838922554015e-16
1.471679999999997998e-03 2.683365340280873933e-16
1.511999999999997938e-03 2.604958298950584788e-16
1.552319999999997010e-03 2.532766748528422904e-16
1.592639999999996949e-03 2.467587898138351976e-16
1.632959999999997105e-03 2.411743458384895143e-16
1.673279999999997044e-03 2.362897921150044004e-16
1.713599999999996983e-03 2.314970534079146127e-16
1.753919999999996055e-03 2.275561802045603017e-16
1.794239999999995994e-03 2.235428516071958817e-16
1.834559999999995934e-03 2.204212710051993114e-16
1.874879999999996957e-03 2.171965486557368059e-16
1.915199999999996029e-03 2.148363832116876948e-16
1.955519999999996185e-03 2.122896961870824014e-16
1.995839999999996124e-03 2.100386302251942070e-16
2.036159999999996063e-03 2.081947244387865031e-16
2.076479999999996003e-03 2.065138232701274103e-16
2.116799999999995942e-03 2.046820627115002926e-16
2.157119999999995881e-03 2.033374329483878094e-16
2.197439999999995820e-03 2.022635492603089023e-16
2.237759999999996193e-03 2.011679957951115078e-16
2.278079999999996132e-03 2.004489505986206883e-16
2.318399999999996072e-03 2.002789405278844096e-16
2.358719999999996011e-03 2.011436116637529015e-16
2.399039999999995950e-03 2.027132966367581074e-16
2.439359999999995022e-03 2.062410031079633077e-16
2.479679999999994961e-03 2.132607759480856965e-16
2.519999999999994900e-03 2.256627873052428087e-16
2.560319999999994840e-03 2.470624578254616912e-16
2.600639999999995212e-03 2.864755538605946846e-16
2.640959999999995152e-03 3.561552153210022212e-16
2.681279999999995091e-03 4.786377084897607450e-16
2.721599999999995030e-03 6.939945630259819119e-16
2.761919999999994969e-03 1.074031373288542965e-15
2.802239999999994041e-03 1.745055010437386011e-15
2.842559999999993980e-03 2.932775076259051193e-15
2.882879999999994787e-03 5.040481902696585977e-15
2.923199999999995160e-03 8.791621351112852012e-15
2.963519999999995099e-03 1.549103029615178143e-14
3.003839999999995038e-03 2.749047515665680852e-14
3.044159999999994110e-03 4.905616670539601719e-14
3.084479999999994049e-03 8.794670553681048077e-14
3.124799999999993989e-03 1.583327495465189945e-13
